Mon Aug 20 17:27:59 2018    profile.stats

         328200 function calls (322435 primitive calls) in 0.546 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_compile.py:393(_generate_overlap_table)
    16/14    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_compile.py:414(_get_literal_prefix)
        9    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_compile.py:441(_get_charset_prefix)
       22    0.000    0.000    0.001    0.000 E:\python\python36\lib\sre_compile.py:482(_compile_info)
       44    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_compile.py:539(isstring)
       22    0.000    0.000    0.004    0.000 E:\python\python36\lib\sre_compile.py:542(_code)
       22    0.000    0.000    0.008    0.000 E:\python\python36\lib\sre_compile.py:557(compile)
       22    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:76(__init__)
       68    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:81(groups)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:84(opengroup)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:96(closegroup)
       84    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:111(__init__)
      122    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:159(__len__)
      293    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:163(__getitem__)
       38    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:167(__setitem__)
      158    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:171(append)
   134/72    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:173(getwidth)
       22    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:223(__init__)
      714    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:232(__next)
      235    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:248(match)
      561    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:253(get)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:266(getuntil)
      128    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:285(tell)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:287(seek)
       11    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:294(_class_escape)
       27    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:342(_escape)
    40/22    0.000    0.000    0.003    0.000 E:\python\python36\lib\sre_parse.py:407(_parse_sub)
    44/22    0.001    0.000    0.002    0.000 E:\python\python36\lib\sre_parse.py:470(_parse)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:784(_parse_flags)
       22    0.000    0.000    0.000    0.000 E:\python\python36\lib\sre_parse.py:828(fix_flags)
       22    0.000    0.000    0.003    0.000 E:\python\python36\lib\sre_parse.py:844(parse)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:63(__new__)
        9    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:55(_NoValueType)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_import_tools.py:339(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_import_tools.py:1(<module>)
        1    0.000    0.000    0.121    0.121 E:\python\python36\lib\site-packages\numpy\add_newdocs.py:10(<module>)
        1    0.000    0.000    0.116    0.116 E:\python\python36\lib\site-packages\numpy\lib\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\info.py:156(<module>)
        1    0.000    0.000    0.091    0.091 E:\python\python36\lib\site-packages\numpy\lib\type_check.py:3(<module>)
        1    0.000    0.000    0.090    0.090 E:\python\python36\lib\site-packages\numpy\core\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\info.py:83(<module>)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:45(_days_in_month)
       35    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:291(_check_time_fields)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:308(_check_tzinfo_arg)
        9    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:355(__new__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:336(timedelta)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:658(date)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:953(tzinfo)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:1023(time)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\datetime.py:1952(timezone)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:246(_ctypes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:683(TooHardError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:686(AxisError)
       78    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:726(<genexpr>)
       51    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_internal.py:715(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.021    0.021 E:\python\python36\lib\site-packages\numpy\core\_internal.py:6(<module>)
        1    0.000    0.000    0.007    0.007 E:\python\python36\lib\site-packages\numpy\compat\__init__.py:10(<module>)
       44    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:15(ismethod)
       44    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:28(isfunction)
       39    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:43(iscode)
       39    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:67(getargs)
       44    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:98(getargspec)
      101    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:133(strseq)
        7    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:145(<lambda>)
       62    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:146(<lambda>)
       39    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\compat\_inspect.py:7(<module>)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\site-packages\numpy\compat\py3k.py:4(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:44(_Flavour)
       27    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:377(_Accessor)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:384(_wrap_strfunc)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:382(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:959(PurePosixPath)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:969(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:982(Path)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:1444(PosixPath)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pathlib.py:1451(WindowsPath)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\pathlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\urllib\parse.py:725(Quoter)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\urllib\parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:99(CFunctionType)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:73(CFUNCTYPE)
       14    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ctypes\__init__.py:193(c_double)
